Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A9_1_22178.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A10_1_22179.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A11_1_22180.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A12_1_22181.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B1_1_22182.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B2_1_22183.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B3_1_22184.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B4_1_22185.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B1_1_22186.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B2_1_22187.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B3_1_22188.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B4_1_22189.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A5_1_22174.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A6_1_22175.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A7_1_22176.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A8_1_22177.d
Q7T3E8	MFR1L_DANRE	mtfr1l		20073.2	19511.9	16889.1	16363.1	18331.1	17709.4	14512	16693.5	22729.4	14794.6	15149.3	14753.2	22503.8	21550.6	16934.3	16449.3
Q7T3F3	Q7T3F3_DANRE	ube2nb		89575	102192	124039	137656	104122	137832	122395	139328	177568	158489	77811.6	76332.7	78232.1	95907.1	170816	225553
Q7T3F7	CHRD1_DANRE	chordc1		22210.6	22790.3	17103.4	19820.2	18425.7	14763.2	17966.9	17495.3	21573.1	19738.5	22474.9	18420.3	19551.9	18622.6	16445.1	15385.2
Q7T3F9	Q7T3F9_DANRE	mrpl39		22536.6	14950.2	14815	19973.2	14467.8					25285.6	25701.5		23614.2	18330.8	21891.5	
Q7T3G2	Q7T3G2_DANRE	ywhah		1.38683e+06	1.33258e+06	1.40022e+06	1.37591e+06	1.3322e+06	1.39988e+06	1.36711e+06	1.35519e+06	1.68341e+06	1.83998e+06	1.40509e+06	1.3604e+06	1.39505e+06	1.38423e+06	1.63481e+06	1.81771e+06
Q7T3G4	Q7T3G4_DANRE	pgam2		56842.2	52208.1	36622.7	34529.1	46306.4	39400	40817.3	37941.9	46165	44355.6	50215	48378.2	52160.4	51828.9	90983.9	98563.7
Q7T3H1	DCTN2_DANRE	dctn2		293423	284489	289733	290907	274463	262254	290206	277347	268978	256943	335300	305712	307778	303885	264856	279547
Q7T3H4	Q7T3H4_DANRE	gas6		4431.73	10608	11381.6	11812.1	14403.6	6351.64		4935.78					7992.89		5262.05	6002.04
Q7T3H5	Q7T3H5_DANRE	gpd1c		42867.2	41241.8	47158.8	50779.7	38013.5	33343.4	28307.8	27076.1	37234.8	35359.1	29896.1	31225.6	23180.4	26022.7	76051.7	79958
Q7T3H7	MED18_DANRE	med18		27344.6	30196	29615.6	29655.2	26055.1	26286.6	29520	33117.3	15918.6	17414.5	29926.2	25687.8	32507.4	35038.1	12000.7	20126.3
Q7T3H9	HYI_DANRE	hyi		59333.1	60079.9	73700.4	72279.3	68223.6	67020.5	57865.4	60181.4	54109.3	60392.2	53644.5	48879.6	59412.3	55050.9	49928.1	50988.3
Q7T3L3	Q7T3L3_DANRE	hsp90b1		173033	173060	175227	175085	177198	167728	171097	163552	148491	147855	174602	174229	189098	182722	173133	178066
Q7T3T6	Q7T3T6_DANRE	tnr		285683	300808	280301	294197	272791	272501	244330	237267	342057	341421	233130	224127	265029	246815	304409	320026
Q7ZSY2	Q7ZSY2_DANRE	mdh1ab		915369	893764	1.43413e+06	1.39206e+06	964504	996198	953684	979282	325447	594969	888651	908297	802201	837033	429531	317583
Q7ZSY3	Q7ZSY3_DANRE	smarca4a		31534.1	32709.5	31132.7	29091.2	29764.5	28540.3	33973.4	38375	25795.1	26114.6	36662.7	37142.6	41707.6	42374.1	24862.3	23034.7
Q7ZSZ0	Q7ZSZ0_DANRE	rab1ab		100603	110178	138254	144486	130989	134523	118347	123328	192183	157705	122689	116434	82092.7	94570	150050	168651
Q7ZSZ9	Q7ZSZ9_DANRE	rac1a		205304	201106	208787	215067	212352	237339	206211	225786	173154	206997	200587	186828	175376	181196	273456	286616
Q7ZT42	SND1_DANRE	snd1		126009	125730	116779	120124	129498	133851	127770	136512	104495	138884	112611	120661	128506	130063	146346	164034
Q7ZTH6	Q7ZTH6_DANRE	hadhb		125637	129389	96584.1	91948.9	98074.4	98051.8	107761	105020	142404	130798	124767	109629	125119	115114	124912	134028
Q7ZTH9	Q7ZTH9_DANRE	ivd		220307	225636	192398	179441	197562	201540	188529	195176	241956	247391	174550	170220	160268	176593	250011	261410
Q7ZTI0	Q7ZTI0_DANRE	ssb		203494	217142	234688	232830	233644	240200	238314	246273	213581	227261	236954	236551	229549	224901	247302	249206
Q7ZTI4	Q7ZTI4_DANRE	uchl1		322803	305880	279735	301803	308896	316954	297567	289357	330025	391540	306589	313054	286584	269936	373423	405835
Q7ZTI5	MED21_DANRE	med21				18547.7	26269.7	30695.7		22687.8	21601.8		28922	44088.8	39139.5	25581.4	24290.7	18129.3	24292.2
Q7ZTS4	K1C18_DANRE	krt18		1.01368e+06	1.02708e+06	808227	824979	935790	959651	713561	717523	926698	882335	803259	770386	779992	720904	1.44027e+06	1.4635e+06
Q7ZTT0	Q7ZTT0_DANRE	zgc:56685		2.46325e+06	2.52368e+06	1.84661e+06	1.99618e+06	2.21075e+06	2.08875e+06	3.6435e+06	3.62392e+06	442809	779190	869486	901214	1.48088e+06	1.62427e+06	1.71928e+06	1.55021e+06
Q7ZTT4	Q7ZTT4_DANRE	clic4		121954	127854	133515	131763	125415	132149	98372.9	113484	114123	112297	126034	125395	124561	116288	154917	154911
Q7ZTT5	Q7ZTT5_DANRE	adkb		14685.8	12526.9	9602.48	15201.8	13014	11504.4	11659.5	11667.3	14506.6	9763.45	19215.6	15937.1	14220.4	17129.8	11891.5	11121.3
Q7ZTT8	Q7ZTT8_DANRE	ndufa4a		265739	268548	280492	255197	286676	265466	254092	277392	206546	267483	269937	261688	262342	297090	220138	267716
Q7ZTU4	Q7ZTU4_DANRE	pafah1b3		157535	138093	125401	132444	118592	115237	122665	119596	144699	145123	125052	117429	122998	110449	139899	159756
Q7ZTV3	Q7ZTV3_DANRE	mbd2		22890.6	23090	24478.1	23560.3	26879.5	20869.6	23826.3	26188.1	28834	32154.8	29459.1	21909	33848.1	30029.4	25187.5	25635.5
Q7ZTV8	Q7ZTV8_DANRE	clns1a		27716.7	21159.6	26683	25070.2	27931.3	20781.1	29442.9	28527.6	25487.7	22573	28669.5	27105.8	35262.3	39339	28933.3	25743.9
Q7ZTW6	Q7ZTW6_DANRE	cyp3c1		67272	53922.5	68358.4	67087.8	65929.4	67837.7	67453.4	80250.7	70478.3	69782.4	52818.5	64215.8	94066.6	70328.7	52505.1	53417.4
Q7ZTX2	Q7ZTX2_DANRE	wdr5		67886.5	68291.4	57413.2	51858.8	64755.3	65258	84554.5	80232.3	46850.6	55762.2	65915.4	63478.9	76753.4	69927.9	53559.7	57986.8
Q7ZTX7	Q7ZTX7_DANRE	mfap1		41716.8	42059.8	42740.9	40050	40861.7	39599.5	44872	45312.3	39110.8	44452.6	47295.2	47738.5	48929.1	49230.4	36743.7	48611.5
Q7ZTY3	Q7ZTY3_DANRE	zpr1		21425.3	17851.9	18092.8	18638.4	18913.5	17771.8	20483.9	15137.8	24365.4	13572.9	20139	15144.9	22228.2	22103	13339.6	19067.6
Q7ZTY4	RBBP7_DANRE	rbbp7		209591	202771	235353	246540	213556	217934	201085	211813	229617	207277	261993	266604	224980	203290	216213	209745
Q7ZTY5	Q7ZTY5_DANRE	eif2b3		46063	46081.4	48333	48487.1	51503.2	52434.2	46423	40638	46014.1	47817.2	47982.1	45919.8	47442.9	51657.9	39680.9	44799.4
Q7ZTY7	USE1_DANRE	use1			3660.95						3298.5	6104.87	4046.93	1892.1	6217.93				5958.3
Q7ZTY9	Q7ZTY9_DANRE	snrnp40		108702	103987	105817	100782	109426	99098.9	113359	110523	98995.8	93148	116210	118261	118126	119784	93052.1	98850.7
Q7ZTZ1	Q7ZTZ1_DANRE	rbm28		16869.6	9626.1	14461.3	16482.6	16478.8	15175.1	16825.9	14902.3	18958.5	11476	19676	18589.6	20804.5	22957.8	12903.2	10084.5
Q7ZTZ3	Q7ZTZ3_DANRE	pmm2		79834.8	84830.5	75628.3	70897.6	79194.8	79943.8	89837.8	90051.6	78094.2	73700.5	89712.1	79645.5	95674.7	91956.9	71519.2	74173.5
Q7ZTZ4	Q7ZTZ4_DANRE	fbl		103779	102425	113841	114800	126384	128857	112484	106682	128142	131509	115229	110460	115513	111930	107779	116393
Q7ZU12	Q7ZU12_DANRE	cp		210676	218051	363627	365830	174079	172038	216341	215192	144405	154164	265040	266907	210016	217195	345503	375681
Q7ZU18	Q7ZU18_DANRE	acat2		292944	285497	273260	263265	245004	251503	288453	304785	248501	243880	342010	307263	329165	317376	201535	213927
Q7ZU20	Q7ZU20_DANRE	psme3		68097.6	76667	63501.5	67448.2	70867.9	65467.7	77156	68544	81193.2	66375.4	75318.9	65869.1	85580.8	74440.9	61709.9	53899.6
Q7ZU29	NUP93_DANRE	dye		45131.1	53658	54495.6	54279.4	52997.5	54926.6	53065.9	51532.6	66716.9	56347	46787.3	45229.8	52163	49549.1	71741.2	80227.7
Q7ZU42	OLA1_DANRE	ola1		116534	109185	113767	111740	110233	116827	110276	113709	102813	104652	112026	109451	120838	112724	97476.9	104768
Q7ZU43	Q7ZU43_DANRE	cpvl		33753.7	34269.7	42233.3	43684.1	44411.7	42711.9	45252.4	43667.4	63542.6	46871.5	41807.3	39288.2	45966.2	44656.7	42840.8	45765.7
Q7ZU46	Q7ZU46_DANRE	hspa4a		148856	142157	123682	127562	144895	139496	141179	146648	169603	156158	147187	151295	146744	139171	148183	155513
Q7ZU48	Q7ZU48_DANRE	hnrnpa0l		327736	309112	310594	327714	363248	358448	345639	340646	481915	399079	332220	342308	334235	337854	393852	393360
Q7ZU67	Q7ZU67_DANRE	eif4a1b		216347	198099	221900	227359	223763	213561	208612	218806	227685	212237	251957	234754	215871	217761	228481	230484
Q7ZU69	Q7ZU69_DANRE	psmd13		101855	112901	106949	116864	98293.7	104523	99704.6	106762	118472	124876	104198	101396	123458	118775	148660	179580
Q7ZU80	LNPA_DANRE	lnpka								8960.7			21046.9					29902.2	49471.9
Q7ZU85	Q7ZU85_DANRE	lpp		47896.5	43231.7	52288.6	59372.7	55114.2	54787.2	53587.3	55727.4	27301.8	30572	56838.1	52034.6	56395.7	50409.3	60189.3	59023.6
Q7ZU89	Q7ZU89_DANRE	arcn1b		101059	95090.7	92710.8	95195.8	98190.3	94728.7	98899	102413	102328	107046	101856	98080.8	109020	102321	106583	114211
Q7ZU90	CHD1L_DANRE	chd1l		8511.11	12951.2	11547.5	10645.1	6978.78	9542.44	8652.24	11710.1		9548.18	6823.2	6756.94	8231.2	9574.28	11779.5	13650.1
Q7ZU92	PARN_DANRE	parn		37179	39654.7	39128.6	34094.5	38884.2	39094.1	37067.7	36154.9	84871.6	44422.5	41648.8	34145.1	44067	42159.6	44776.9	49145.4
Q7ZU93	Q7ZU93_DANRE	snu13a		72089.3	68094.7	74487.7	80939.2	90105.9	92562.5	83963.1	90779.4	111229	88191.2	82584.6	79637.8	77725.4	69596.8	97432.4	114130
Q7ZU99	TERA_DANRE	vcp		315889	308012	319596	322271	320860	327720	319846	323467	391888	367451	324293	318955	308908	317161	379589	410977
Q7ZUC1	Q7ZUC1_DANRE	vamp8		27481.6	25740.4	28704.3	25098.4	24349.2	23572.5	26108.8	24305.6	29600.7	24066.8	25688.2	24943.3	31019.8	26755.5	39890.8	33736.2
Q7ZUC2	CAB45_DANRE	sdf4		40004.1	38415.5	29785.3	29761.3	41808.7	46393.6	40558.1	43069.6	51439.5	34694.6	38024.3	32561.6	37528.8	37829	43691	37523.5
Q7ZUC4	Q7ZUC4_DANRE	ccdc6a		19135.9	19665.2	23418	19428.8	26448.1	25487.5	20063.6	20815.4	29417.9	18141.5	21200.4	20208.8	25981.4	21293.3	27584	22012.3
Q7ZUC7	PGES2_DANRE	ptges2		108440	106722	98584.6	93578.6	100235	101422	96545.9	98547.1	145521	135366	129140	129180	127034	130207	85122.2	86091.5
Q7ZUD3	Q7ZUD3_DANRE	gmfb		424855	403400	362650	348302	335906	315825	350564	348109	295373	310745	474755	493993	437356	449671	323595	324825
Q7ZUD5	Q7ZUD5_DANRE	galcb		8633.48	10528	7876.07	8924.25	4852.53	6619.78	10588.9	8639.53	8891.94	10732.2	11284	10570.7	8234.9	9871.76	6256.1	5198.24
Q7ZUD7	Q7ZUD7_DANRE	cog2		12088.4	22483.5	13462.4	16491.5	16587.9	11031.3	17625.4	19282.4	24305.9	23574.4	17753.4	21323.8	19971.2	14516.6	17916.6	20005.2
Q7ZUD9	Q7ZUD9_DANRE	naalad2		24285.9	22952.9	20809.7	20434.8	55275.4	48348.2	24065.7	21828.7		16812.6	50575.3	45386.5	54864.6	45347.6	31560.2	32660.3
Q7ZUE4	Q7ZUE4_DANRE	prpf40a		23518.3	19294.3	17958.8	22099.9	26149.4	29058.9	25599.6	26326.8	28423.9	26398.2	21144.8	22618.4	19766.8	23392.9	27957.4	26421.4
Q7ZUF3	Q7ZUF3_DANRE	ube2h		28195	26795.5	20649.3	20701.5	26116.3	29902	32098.1	32440.9	26985.7	27370	41020.5	34666.3	28986.9	35168.4	29104.1	29442.7
Q7ZUF5	Q7ZUF5_DANRE	tm9sf2		29447	27671.9	30996.2	36165.8	39716.8	40295.1	33791.6	34396.1	58477.4	54880.2	27155.4	46371.1	27962.1	24637.1	47850.1	52508.3
Q7ZUG0	RUXE_DANRE	snrpe		11294.9	13850.3	9952.86	10365.9	9810.37	11693.5	9900	7696.54	10547.4		13513.4	15019.3	14371.2	15687.8	13839.2	13169.5
Q7ZUG1	Q7ZUG1_DANRE	rpl12		166668	173814	220650	230520	210705	257063	200687	203287	371095	371932	169645	191181	144432	160235	387177	456938
Q7ZUG4	Q7ZUG4_DANRE	rab5ab		81902	87248.5	91541.6	103349	87727.6	101090	87001.2	86705.8	91446.9	95404.8	81140	85916.1	68109.6	82511.3	93317.7	93662.1
Q7ZUG5	RS21_DANRE	rps21		91799.8	118202	127072	160112	149745	206473	109058	125510	87581.6	209441	90449.4	88788.5	92694.7	94389.6	313256	356208
Q7ZUG6	Q7ZUG6_DANRE	rpl30		229556	237214	261849	276452	236221	243525	199164	235162	193847	208704	162138	170772	173584	177468	268149	279079
Q7ZUG9	Q7ZUG9_DANRE	tra2b		24504.9	30839.6	29078.6	25115.2	32883.4	38165.7	39088.8	27867.8	42636.7	39718.9	33412	23335.1	25702.7	23828.4	32902.9	39483.6
Q7ZUH1	RTRAF_DANRE	rtraf		38896.5	41476.7	38565	41411.6	37411.1	44424.4	42174.2	44743	39298.2	43685.7	35880.9	36164.8	43488.1	36509	52203.2	52209.6
Q7ZUH5	RM14_DANRE	mrpl14		7959.88	8085.64	8694.52	8297.04	6496.49	5151.32	3784.92		4926.73	3373.15		3453.21	4769.45	5934.42	3726.13	4509.24
Q7ZUH8	Q7ZUH8_DANRE	mgst3a		40131.7	37505.1	61370.4	64398.2	56750.1	50725.6	52795.6	54359.9	76249.2	82033.9	12036.2	15422.3	12245.3	13484.7	33506.9	34818.1
Q7ZUI0	Q7ZUI0_DANRE	rpl5a		56316.6	47692.9	54946.5	45975.9	64787.1	56740.3	54133.5	54368.9	39686.9	39784.1	46907.2	58550.1	70110.3	77956.4	37398.9	39486.7
Q7ZUI4	Q7ZUI4_DANRE	txna		756425	887005	979643	1.04554e+06	1.02283e+06	1.20911e+06	924938	1.10267e+06	1.36893e+06	1.64069e+06	859261	899080	564212	586851	1.65798e+06	1.93235e+06
Q7ZUI8	Q7ZUI8_DANRE	eif1		103824	112149	101315	108627	120412	120993	123134	123455	118979	129199	113687	113977	105228	108570	98982.6	124442
Q7ZUJ3	Q7ZUJ3_DANRE	mpc2b		82266.2	85795.7	66895.2	65447.6	70260.5	73945.1	86075	83746	69443.3	68702.1	45000.1	49807	62628.7	62341.6	47105.6	49138.7
Q7ZUJ4	Q7ZUJ4_DANRE	bcap31		123495	121766	127575	125994	127743	122221	112096	121011	108290	120901	132355	123867	120581	132999	125642	120624
Q7ZUJ8	Q7ZUJ8_DANRE	psmb3		80211.9	82441.5	122419	124280	116027	111520	99881.5	103443	136924	121782	71369.3	81576.5	80188.6	77408.2	125970	135564
Q7ZUK1	Q7ZUK1_DANRE	ube2d2		19626.1	20311.2	18033.5	19485.6	24378.8	26490.6	20769.7	26023	22082.4	29516.4	16912.7	14566.7	12857.6	16353.3	18046.4	22110
Q7ZUK7	WAC_DANRE	waca				20075		20087.1		22270.2			21147.6			25275.3			25800.4
Q7ZUL1	Q7ZUL1_DANRE	slc16a1b		134855	144409	111680	109413	101339	102457	101015	97891.1	100681	104140	123804	120274	94351.6	105237	95835.8	111121
Q7ZUL4	Q7ZUL4_DANRE	prpf4bb		23072.3	20739.8	23700.8	19613	18677.6	18239.3	26412.1	23138.1	22561.6	17376.8	21851.2	20703.8	27189	20954.3	19317.9	21851.5
Q7ZUL7	Q7ZUL7_DANRE	rbpms2b		13102.1	31108	50747.2	60590.7	38769.9	41427.8	19391.4	22645		23390.8	23384.6	22759.9	22742.5	33296.4	27426.8	26214.6
Q7ZUL8	Q7ZUL8_DANRE	zgc:55558		56103.6	57796.5	44944.5	45905.2	48693.2	49596.2	57205.6	59642.5	62668.6	57302.6	60258.3	54850.6	54759.9	53111.1	51847.6	51090.6
Q7ZUL9	MGRN1_DANRE	mgrn1		8750.69	10362.4	7642.82	7561.98	5341.82	6626.35	8183.64	8956.6		6890.51	8711.44	8322.88	7742.85	10734.8	11270.6	8196.72
Q7ZUM0	Q7ZUM0_DANRE	ywhaqa		1.04052e+06	1.05796e+06	1.14467e+06	1.12068e+06	1.07167e+06	1.07269e+06	1.07857e+06	1.14754e+06	1.11905e+06	1.19362e+06	950555	978290	1.01843e+06	1.04936e+06	1.13241e+06	1.25216e+06
Q7ZUM3	Q7ZUM3_DANRE	hk1		368862	369724	292946	282203	306177	311886	298582	308184	381037	378322	323892	312032	317323	326793	328420	353529
Q7ZUM4	Q7ZUM4_DANRE	nudt3a		21147.9	22738.2	15330.4	19733.5	20120.3	18168.4	18381.6	20031.3	24589.7	15521.5	18894.6	25525.1	24399	23928.2	13692.7	17049.2
Q7ZUM5	Q7ZUM5_DANRE	hspa4b		101603	102038	114057	123576	114082	117253	112849	117385	130089	131130	113305	108305	94167.1	94602	141333	153522
Q7ZUN3	Q7ZUN3_DANRE	dmap1		20218.5	20491.1	18545	16548.2	20619.1	19841.1	21854	18986.3			22512.1	15234.7	20386.5	21389.5	14528	12541.5
Q7ZUN6	Q7ZUN6_DANRE	paics		50490.1	47346.2	45417.2	43481	42510.2	40698.7	49804.7	49368.8	29988.7	43569.8	65720.4	65304.3	65693.2	59561.2	46474.6	48302.6
Q7ZUN7	Q7ZUN7_DANRE	ckmt1		465484	441971	420789	426528	309264	313564	302171	287750	296128	289642	284265	279221	347599	344755	285672	285824
Q7ZUN8	YKT6_DANRE	ykt6		89665.5	90179.4	85350.4	88813.1	74536.9	69553.6	85266.2	85064.3	60076.6	60149.8	98597.8	85776.6	93722.8	95618.7	81501.4	76095.7
Q7ZUP0	AN32A_DANRE	anp32a		357814	356382	395250	418419	418084	415794	428931	445444	364610	361360	331923	335046	355596	403897	456480	461913
Q7ZUP4	Q7ZUP4_DANRE	eif5a2		225761	245316	250447	238746	214822	214127	236685	224565	192418	220750	258535	238049	246459	251133	262307	252777
Q7ZUP5	Q7ZUP5_DANRE	dnaja2a		226020	218511	224284	207642	215766	209331	218464	213295	213502	210278	230952	221908	254686	240893	247866	249951
Q7ZUP6	Q7ZUP6_DANRE	idh2		7.65861e+06	8.02159e+06	6.82494e+06	7.1919e+06	6.25363e+06	6.50684e+06	5.56572e+06	6.21928e+06	8.45046e+06	8.35884e+06	6.06576e+06	5.73561e+06	6.06567e+06	6.07194e+06	7.5603e+06	8.09188e+06
Q7ZUQ0	Q7ZUQ0_DANRE	arpc1a		134171	133408	116392	117325	119838	116505	123247	124057	98426.2	106072	138404	136739	129870	146069	124295	124946
Q7ZUQ1	Q7ZUQ1_DANRE	cdc42l		170632	181895	203018	185408	166015	166311	157304	137231	219861	146417	199490	191021	176340	178922	200449	208598
Q7ZUQ2	Q7ZUQ2_DANRE	ppp2r5eb		98873.8	93491.8	89826.2	84604.4	83593.1	81823.2	81845.1	79564.9	94834.6	80411.7	97523.1	96114.5	106837	96599.3	85565.8	87944.9
Q7ZUQ3	STK3_DANRE	stk3		29848.5	32765.4	33332.4	31950.8	32275	32977	33038.6	38476.9	46372.4	29127.6	36592.1	32265.9	37361.5	33073.3	26588.6	26374.7
Q7ZUR1	Q7ZUR1_DANRE	capn1		19717.3	18643.2	23439	17778.1	18648	17685.3	17136.6	15492.2	16389.2	18084.1	14976.1	20746.1	23362.7	22420.6	25846.1	21380.7
Q7ZUR4	Q7ZUR4_DANRE	capza1a		172045	167579	178401	180068	168423	168351	173637	170432	143866	171863	191899	185968	172424	163694	194929	194810
Q7ZUR7	Q7ZUR7_DANRE	tnni2a.2		11723.2	12829.3			19851.6	21121.5									61320.6	65532.7
Q7ZUR9	Q7ZUR9_DANRE	rpl13a		188573	211304	195368	207145	199584	211618	207036	231746	158690	257930	156193	158836	141923	160425	266534	301491
Q7ZUS2	Q7ZUS2_DANRE	nucb2b		15478.3	16806.1	15934.9	11400.1	9729.01	17862.4	12688.4	14897.7		7993.44		19256.1	12659.5	23886.3	12174.1	17365.9
Q7ZUS3	Q7ZUS3_DANRE	gad1b		248308	234943	204165	219364	260912	254992	232712	235956	255149	281646	195462	202421	183261	178575	230770	234043
Q7ZUS7	Q7ZUS7_DANRE	ppp6c		134732	128001	131161	124648	124552	115435	133523	140987	156618	145513	136293	123099	120719	122682	136911	128469
Q7ZUS9	Q7ZUS9_DANRE	etfa		567730	562603	658469	703468	610488	663005	559161	586681	725511	741800	517214	511942	501889	504486	656441	717757
Q7ZUT5	Q7ZUT5_DANRE	arpp19b				10251.2	12231	14798.2	14260.9		10976.5								9650.11
Q7ZUT6	Q7ZUT6_DANRE	chn1		25240.7	26184.5	29406.8	26941.5	29817	25801.3	27317	27576.5	26608.5	20420.2	36756.7	29006	32457.9	31128.2	24637.9	23922.7
Q7ZUU1	UNC50_DANRE	unc50		40807.6	34686.6	35733.5	35857.9	35731.3	32238.4	29702.5	34578.9	61725.8	37562.9	41377.8	39157.5	24597.9	30755.3	41377.8	41584.6
Q7ZUV1	PKHF2_DANRE	plekhf2		11360.6	13024.9			8260.61	8191.14	15782.1	14688.2		4825.45	6869.08		13880.7	11185.6		3864.67
Q7ZUV2	KTNB1_DANRE	katnb1		20499.9	13919.8	15270.9	20077	27131		25957.5	26434.1	19937.8		30657.7	35167.2	37360.3	41291.1	23642.8	
Q7ZUV3	Q7ZUV3_DANRE	gde1		57732.6		35601.7		37999.1		40587.7		69324.9		58952.3		63340.7		33078.5	38804.9
Q7ZUV5	Q7ZUV5_DANRE	rab1ba		162385	175929	209212	201099	199457	199152	167284	177965	247003	203495	165772	162794	165074	187028	192122	210332
Q7ZUV7	EMSY_DANRE	emsy		12890.2	12733.7	13038.5	10740	13372.6	11543.6	12633.9	12445.9	10591.4	12222.9	14399.7	15282.5	15668.9	16513.1	11311.4	10193
Q7ZUW2	HYOU1_DANRE	hyou1		82137.6	81311.5	64574.2	69604.7	80064.4	86583.3	89319.7	92122	66658.6	78870.8	65449.3	67472.4	71200.6	70337.8	80025.6	84141.5
Q7ZUW5	Q7ZUW5_DANRE	rab5aa		76848.4	72483.1	90707.6	94298.4	88458.2	89679.7	71529.6	70450.9	128410	112181	66782.9	68256.5	61355.5	60795.8	110081	131835
Q7ZUW6	WIPI3_DANRE	wdr45b		22630	21908.4	19377.2	11308.8	23530.9	30158.5	30290.1	28646.3		21123.4	26818.5	23235.9	23898.7	28222.5	15312.2	18962.4
Q7ZUW8	Q7ZUW8_DANRE	got1		2.15834e+06	2.24914e+06	1.94347e+06	1.95626e+06	2.34591e+06	2.49136e+06	2.0429e+06	2.13053e+06	2.48959e+06	2.74083e+06	2.09498e+06	2.19427e+06	2.14191e+06	2.00741e+06	1.83207e+06	2.08588e+06
Q7ZUX3	WIPI4_DANRE	wdr45		9767.72	13507.2	10018.4	9946.89	13947.8	11012.8	13437	11148.1	11630.3	8731.27	12522	8306.97	12640.5	12667.7	12744.4	10038
Q7ZUX5	Q7ZUX5_DANRE	rtca			12642.5	18849.9	24361.2	19663	20907.4	8752.37	17372.7		25045.9	10852.7		13036.7		26111.9	26503.3
Q7ZUX8	Q7ZUX8_DANRE	dynlrb1		473981	473742	515897	496618	500065	487540	486505	454515	537098	507889	612758	594198	560346	561326	515490	530581
Q7ZUY0	Q7ZUY0_DANRE	seta		326657	321621	351387	355880	355708	357509	354461	335706	351653	377867	357938	349105	315441	321620	355292	378982
Q7ZUY2	Q7ZUY2_DANRE	emc8		16322.1	15063.3	20132.3	14840	13571	11080.2	14985.9	13016.6	11900.6	11764.7	20497	18224.2	22127.5	18758.1	14607	11387.7
Q7ZUY3	H2AX_DANRE	h2ax		1.20012e+06	1.14449e+06	1.93671e+06	2.03362e+06	1.92001e+06	2.06756e+06	1.84715e+06	1.84991e+06	2.22703e+06	2.09211e+06	1.51168e+06	1.21526e+06	857034	979611	2.00637e+06	2.47442e+06
Q7ZUY4	Q7ZUY4_DANRE	nucb2a		130375	126199	118569	124869	120151	116333	125840	121997	138132	132311	143789	141541	144833	134458	106873	107456
Q7ZUY9	Q7ZUY9_DANRE	stt3a		85526.8	73323.8	74218.6	81148.4	88898.5	86025.4	84326.3	94024.5	56550.7	91903	70440	71296	72406.5	72921.2	77513.7	80858.5
Q7ZUZ0	CSN8_DANRE	cops8		55849.1	51539.3	44961.8	46458.8	55499.7	51217.3	42782.7	45052.2	104571	59528.6	62889.7	45894.2	55515.6	53789.4	67049.8	67302.6
Q7ZUZ2	Q7ZUZ2_DANRE	actr1b		228860	242137	235407	233505	204859	205269	228541	227823	188866	184223	166960	173713	207925	216911	214376	217769
Q7ZUZ4	Q7ZUZ4_DANRE	pdcd5		57188.8	66710.4	42763.3	51591.9	58924.7	67204	66495.8	72802.8	66769.5	70775.5	43301.7	44699.4	53423.5	53316.8	70655.7	79849.6
Q7ZUZ7	Q7ZUZ7_DANRE	arf2b		242533	256962	254835	274659	232953	260285	209649	228549	496808	428683	254044	243178	306103	310611	457002	531071
Q7ZUZ8	Q7ZUZ8_DANRE	znf330		8700.57	7100.53	4894.07	5464.68	7389.62	5659.41	7513.81	7231.75	6454.86	9803.96	9561.8	10443.1	7560.99	6848.83	8933.32	6490.05
